Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of the Cboe Website.,,,,
Date,VIX Put/Call Ratio,VIX Put Volume,VIX Call Volume,Total VIX Options Volume
05/02/2016, 0.82, 227097, 276339, 503436
05/03/2016, 0.38, 108809, 284330, 393139
05/04/2016, 0.84, 220404, 261845, 482249
05/05/2016, 0.88, 137051, 156462, 293513
05/06/2016, 0.46, 153091, 330631, 483722
05/09/2016, 0.53, 124645, 233466, 358111
05/10/2016, 0.56, 268683, 479769, 748452
05/11/2016, 0.22, 146296, 654769, 801065
05/12/2016, 0.83, 301554, 365362, 666916
05/13/2016, 0.54, 242666, 449204, 691870
05/16/2016, 0.42, 239968, 565561, 805529
05/17/2016, 0.81, 434658, 539926, 974584
05/18/2016, 0.35, 172885, 494944, 667829
05/19/2016, 0.66, 167350, 252550, 419900
05/20/2016, 0.32, 45712, 142637, 188349
05/23/2016, 0.60, 79286, 132275, 211561
05/24/2016, 0.75, 242206, 323542, 565748
05/25/2016, 0.53, 208228, 391566, 599794
05/26/2016, 0.60, 99711, 167450, 267161
05/27/2016, 0.54, 114947, 211199, 326146
05/31/2016, 0.31, 153064, 496596, 649660
06/01/2016, 0.45, 96353, 212082, 308435
06/02/2016, 0.51, 186742, 367846, 554588
06/03/2016, 0.39, 104979, 272118, 377097
06/06/2016, 0.17, 106663, 637204, 743867
06/07/2016, 0.30, 127478, 423899, 551377
06/08/2016, 0.35, 122049, 353713, 475762
06/09/2016, 0.40, 166579, 419933, 586512
06/10/2016, 0.56, 326509, 584235, 910744
06/13/2016, 0.40, 530166, 1326587, 1856753
06/14/2016, 0.42, 442405, 1053902, 1496307
06/15/2016, 0.77, 226781, 295623, 522404
06/16/2016, 1.22, 411847, 336914, 748761
06/17/2016, 1.43, 334155, 233512, 567667
06/20/2016, 0.53, 244532, 457771, 702303
06/21/2016, 0.71, 179485, 251197, 430682
06/22/2016, 0.88, 328182, 371625, 699807
06/23/2016, 1.29, 331709, 256875, 588584
06/24/2016, 0.47, 314475, 676046, 990521
06/27/2016, 0.47, 193796, 410662, 604458
06/28/2016, 0.86, 307542, 357375, 664917
06/29/2016, 0.81, 354180, 439905, 794085
06/30/2016, 0.73, 318663, 433959, 752622
07/01/2016, 0.38, 227623, 600658, 828281
07/05/2016, 0.84, 268257, 317582, 585839
07/06/2016, 0.52, 151564, 293964, 445528
07/07/2016, 0.51, 130982, 255592, 386574
07/08/2016, 0.90, 250199, 278417, 528616
07/11/2016, 0.71, 192646, 270384, 463030
07/12/2016, 0.45, 72642, 161768, 234410
07/13/2016, 0.66, 190997, 288443, 479440
07/14/2016, 0.43, 273155, 631238, 904393
07/15/2016, 0.51, 200113, 393115, 593228
07/18/2016, 0.53, 193925, 366499, 560424
07/19/2016, 0.59, 291751, 493257, 785008
07/20/2016, 0.47, 108987, 230253, 339240
07/21/2016, 0.48, 183940, 384486, 568426
07/22/2016, 0.41, 96661, 237201, 333862
07/25/2016, 0.46, 199448, 437632, 637080
07/26/2016, 0.42, 122866, 294088, 416954
07/27/2016, 0.71, 223263, 315436, 538699
07/28/2016, 0.57, 173910, 303775, 477685
07/29/2016, 1.58, 342358, 216866, 559224
08/01/2016, 1.86, 355626, 191178, 546804
08/02/2016, 0.42, 153167, 368254, 521421
08/03/2016, 0.58, 128190, 221269, 349459
08/04/2016, 0.53, 176952, 335485, 512437
08/05/2016, 0.89, 410655, 461202, 871857
08/08/2016, 1.32, 380740, 288890, 669630
08/09/2016, 0.70, 317467, 450997, 768464
08/10/2016, 0.34, 163017, 473060, 636077
08/11/2016, 0.62, 231710, 372357, 604067
08/12/2016, 0.27, 132046, 483454, 615500
08/15/2016, 0.31, 119383, 382402, 501785
08/16/2016, 0.42, 157563, 372162, 529725
08/17/2016, 0.39, 159702, 410684, 570386
08/18/2016, 0.71, 201079, 283470, 484549
08/19/2016, 0.46, 106608, 233337, 339945
08/22/2016, 0.33, 89362, 273919, 363281
08/23/2016, 0.30, 98207, 329536, 427743
08/24/2016, 0.28, 133220, 482866, 616086
08/25/2016, 1.02, 147102, 143590, 290692
08/26/2016, 0.40, 153484, 381511, 534995
08/29/2016, 0.38, 52672, 139800, 192472
08/30/2016, 0.50, 99236, 196529, 295765
08/31/2016, 0.60, 103187, 173308, 276495
09/01/2016, 0.26, 64773, 245186, 309959
09/02/2016, 0.42, 169829, 402131, 571960
09/06/2016, 0.75, 229716, 304715, 534431
09/07/2016, 0.32, 145648, 449539, 595187
09/08/2016, 0.45, 100596, 223685, 324281
09/09/2016, 0.60, 495448, 831521, 1326969
09/12/2016, 0.37, 254449, 684829, 939278
09/13/2016, 0.32, 327234, 1030951, 1358185
09/14/2016, 0.35, 165722, 479399, 645121
09/15/2016, 0.26, 171288, 667375, 838663
09/16/2016, 0.58, 196180, 337959, 534139
09/19/2016, 0.26, 113324, 428819, 542143
09/20/2016, 0.36, 176598, 485566, 662164
09/21/2016, 0.26, 150963, 572863, 723826
09/22/2016, 0.33, 187033, 563797, 750830
09/23/2016, 0.25, 92222, 372355, 464577
09/26/2016, 0.39, 83156, 210830, 293986
09/27/2016, 0.27, 59132, 215906, 275038
09/28/2016, 0.22, 48208, 218180, 266388
09/29/2016, 0.30, 152819, 504993, 657812
09/30/2016, 0.61, 120126, 197834, 317960
10/03/2016, 0.37, 88059, 240195, 328254
10/04/2016, 0.34, 93810, 273450, 367260
10/05/2016, 0.23, 59740, 264700, 324440
10/06/2016, 0.22, 85554, 394430, 479984
10/07/2016, 0.32, 76949, 240459, 317408
10/10/2016, 0.25, 55024, 220778, 275802
10/11/2016, 0.40, 252059, 623038, 875097
10/12/2016, 0.30, 132712, 446357, 579069
10/13/2016, 0.20, 145813, 715428, 861241
10/14/2016, 0.18, 89276, 503578, 592854
10/17/2016, 0.36, 92492, 255791, 348283
10/18/2016, 0.45, 247244, 551400, 798644
10/19/2016, 0.32, 94342, 297478, 391820
10/20/2016, 0.37, 62593, 169076, 231669
10/21/2016, 0.24, 83180, 342483, 425663
10/24/2016, 0.30, 71465, 242240, 313705
10/25/2016, 0.23, 64744, 276873, 341617
10/26/2016, 0.26, 82150, 320500, 402650
10/27/2016, 0.15, 46572, 312186, 358758
10/28/2016, 0.28, 106604, 379086, 485690
10/31/2016, 0.35, 103543, 292925, 396468
11/01/2016, 0.74, 309137, 416889, 726026
11/02/2016, 0.80, 269990, 339588, 609578
11/03/2016, 0.49, 288517, 590789, 879306
11/04/2016, 1.20, 769214, 642692, 1411906
11/07/2016, 0.47, 339207, 721121, 1060328
11/08/2016, 0.78, 464649, 599445, 1064094
11/09/2016, 0.60, 405843, 679390, 1085233
11/10/2016, 0.59, 414831, 706763, 1121594
11/11/2016, 0.68, 232622, 340869, 573491
11/14/2016, 0.81, 352891, 437446, 790337
11/15/2016, 1.22, 520964, 428111, 949075
11/16/2016, 0.34, 104267, 303745, 408012
11/17/2016, 0.57, 166321, 291815, 458136
11/18/2016, 0.35, 95963, 270936, 366899
11/21/2016, 0.58, 249415, 429947, 679362
11/22/2016, 0.52, 159562, 308565, 468127
11/23/2016, 0.61, 143717, 235118, 378835
11/25/2016, 0.35, 92142, 262903, 355045
11/28/2016, 0.50, 151767, 301761, 453528
11/29/2016, 0.39, 67472, 170935, 238407
11/30/2016, 0.45, 123564, 277219, 400783
12/01/2016, 0.45, 151564, 334719, 486283
12/02/2016, 0.39, 87882, 227492, 315374
12/05/2016, 0.56, 207168, 370873, 578041
12/06/2016, 0.46, 133627, 288994, 422621
12/07/2016, 0.99, 260669, 264345, 525014
12/08/2016, 0.71, 255524, 360050, 615574
12/09/2016, 0.62, 200650, 322948, 523598
12/12/2016, 0.38, 75183, 195530, 270713
12/13/2016, 0.38, 234148, 609299, 843447
12/14/2016, 0.37, 125750, 343461, 469211
12/15/2016, 1.18, 221813, 188640, 410453
12/16/2016, 0.49, 235441, 483666, 719107
12/19/2016, 1.21, 444304, 368352, 812656
12/20/2016, 0.84, 330806, 395920, 726726
12/21/2016, 0.61, 281930, 463951, 745881
12/22/2016, 0.24, 119803, 505301, 625104
12/23/2016, 0.15, 26992, 174250, 201242
12/27/2016, 0.32, 19098, 60309, 79407
12/28/2016, 0.17, 55426, 335639, 391065
12/29/2016, 0.45, 58343, 130918, 189261
12/30/2016, 0.50, 80045, 160126, 240171
01/03/2017, 0.38, 128188, 341117, 469305
01/04/2017, 0.47, 147589, 317188, 464777
01/05/2017, 0.50, 142867, 287382, 430249
01/06/2017, 0.34, 130749, 387020, 517769
01/09/2017, 0.50, 138058, 276641, 414699
01/10/2017, 0.23, 131586, 570500, 702086
01/11/2017, 0.43, 316366, 738274, 1054640
01/12/2017, 0.64, 321905, 506527, 828432
01/13/2017, 0.21, 104418, 503044, 607462
01/17/2017, 0.55, 357224, 645196, 1002420
01/18/2017, 0.45, 263584, 587660, 851244
01/19/2017, 0.24, 79023, 326298, 405321
01/20/2017, 0.53, 148086, 280611, 428697
01/23/2017, 0.14, 52862, 374916, 427778
01/24/2017, 0.37, 234549, 631376, 865925
01/25/2017, 0.65, 242020, 374398, 616418
01/26/2017, 0.25, 129007, 509410, 638417
01/27/2017, 0.35, 166076, 470298, 636374
01/30/2017, 0.31, 178047, 568028, 746075
01/31/2017, 0.29, 100863, 343015, 443878
02/01/2017, 0.21, 94429, 452152, 546581
02/02/2017, 0.24, 118913, 492267, 611180
02/03/2017, 0.56, 206921, 366927, 573848
02/06/2017, 0.33, 85066, 260662, 345728
02/07/2017, 0.26, 107094, 405947, 513041
02/08/2017, 0.69, 363371, 522852, 886223
02/09/2017, 0.50, 230883, 459806, 690689
02/10/2017, 0.54, 227457, 418458, 645915
02/13/2017, 0.38, 225174, 590930, 816104
02/14/2017, 0.34, 333103, 970347, 1303450
02/15/2017, 0.52, 383819, 744637, 1128456
02/16/2017, 0.23, 154063, 668529, 822592
02/17/2017, 0.33, 140875, 423359, 564234
02/21/2017, 0.32, 175943, 552037, 727980
02/22/2017, 0.32, 126245, 397838, 524083
02/23/2017, 0.33, 193242, 590800, 784042
02/24/2017, 0.21, 193545, 908094, 1101639
02/27/2017, 0.31, 105444, 334869, 440313
02/28/2017, 0.51, 153612, 301493, 455105
03/01/2017, 0.44, 144736, 326764, 471500
03/02/2017, 0.71, 113933, 161160, 275093
03/03/2017, 0.59, 131134, 220535, 351669
03/06/2017, 0.35, 127931, 370311, 498242
03/07/2017, 0.55, 335060, 612650, 947710
03/08/2017, 0.51, 148739, 289331, 438070
03/09/2017, 0.37, 115422, 312714, 428136
03/10/2017, 0.16, 66979, 407986, 474965
03/13/2017, 0.35, 82155, 235101, 317256
03/14/2017, 0.49, 188562, 386573, 575135
03/15/2017, 0.35, 326297, 940069, 1266366
03/16/2017, 0.90, 258386, 288015, 546401
03/17/2017, 0.55, 386658, 701609, 1088267
03/20/2017, 0.78, 344131, 438838, 782969
03/21/2017, 0.46, 521532, 1125515, 1647047
03/22/2017, 0.26, 188084, 728966, 917050
03/23/2017, 0.56, 186494, 335534, 522028
03/24/2017, 0.31, 141299, 452045, 593344
03/27/2017, 0.55, 223804, 404315, 628119
03/28/2017, 0.48, 238968, 501044, 740012
03/29/2017, 0.46, 188394, 413584, 601978
03/30/2017, 0.44, 152032, 346812, 498844
03/31/2017, 0.57, 95515, 167120, 262635
04/03/2017, 0.52, 205572, 392128, 597700
04/04/2017, 0.23, 69387, 299443, 368830
04/05/2017, 0.28, 154818, 561170, 715988
04/06/2017, 0.34, 142266, 419550, 561816
04/07/2017, 0.46, 336974, 732610, 1069584
04/10/2017, 0.39, 226329, 587010, 813339
04/11/2017, 0.51, 493412, 964232, 1457644
04/12/2017, 0.45, 279558, 616366, 895924
04/13/2017, 0.36, 347668, 976992, 1324660
04/17/2017, 0.29, 138751, 481224, 619975
04/18/2017, 0.26, 283358, 1102490, 1385848
04/19/2017, 0.10, 144341, 1470093, 1614434
04/20/2017, 0.29, 167475, 585239, 752714
04/21/2017, 0.43, 359354, 836319, 1195673
04/24/2017, 0.47, 312647, 667919, 980566
04/25/2017, 0.61, 304672, 496658, 801330
04/26/2017, 0.41, 139161, 336727, 475888
04/27/2017, 0.24, 112279, 465937, 578216
04/28/2017, 0.35, 115418, 332789, 448207
05/01/2017, 0.45, 178844, 393752, 572596
05/02/2017, 0.23, 136176, 603301, 739477
05/03/2017, 0.60, 178541, 295508, 474049
05/04/2017, 0.41, 189109, 465819, 654928
05/05/2017, 0.39, 188209, 479356, 667565
05/08/2017, 0.40, 186125, 471154, 657279
05/09/2017, 0.21, 219485, 1023275, 1242760
05/10/2017, 0.34, 112799, 333788, 446587
05/11/2017, 0.53, 234150, 442852, 677002
05/12/2017, 0.37, 232465, 625942, 858407
05/15/2017, 0.37, 144097, 389092, 533189
05/16/2017, 0.47, 341268, 722481, 1063749
05/17/2017, 0.28, 296303, 1053447, 1349750
05/18/2017, 0.33, 201248, 605715, 806963
05/19/2017, 0.26, 96228, 365134, 461362
05/22/2017, 0.54, 196593, 361392, 557985
05/23/2017, 0.29, 116947, 405159, 522106
05/24/2017, 0.29, 97424, 338804, 436228
05/25/2017, 0.22, 85178, 389109, 474287
05/26/2017, 0.21, 61356, 287930, 349286
05/30/2017, 0.22, 43989, 203014, 247003
05/31/2017, 0.45, 169204, 376731, 545935
06/01/2017, 0.59, 85745, 145339, 231084
06/02/2017, 0.15, 64970, 422694, 487664
06/05/2017, 0.36, 133886, 368474, 502360
06/06/2017, 0.49, 155443, 315515, 470958
06/07/2017, 0.31, 107532, 346133, 453665
06/08/2017, 0.14, 57179, 416146, 473325
06/09/2017, 0.56, 241320, 432785, 674105
06/12/2017, 0.49, 257371, 523563, 780934
06/13/2017, 0.31, 78111, 253284, 331395
06/14/2017, 0.30, 151838, 505656, 657494
06/15/2017, 0.37, 110708, 300685, 411393
06/16/2017, 0.25, 81306, 320929, 402235
06/19/2017, 0.27, 157211, 589227, 746438
06/20/2017, 0.34, 331964, 972283, 1304247
06/21/2017, 0.29, 198147, 687245, 885392
06/22/2017, 0.35, 90188, 257625, 347813
06/23/2017, 0.27, 76500, 285735, 362235
06/26/2017, 0.24, 123928, 506981, 630909
06/27/2017, 0.16, 99709, 624614, 724323
06/28/2017, 0.24, 97154, 413105, 510259
06/29/2017, 0.59, 431661, 726152, 1157813
06/30/2017, 0.66, 126123, 191232, 317355
07/03/2017, 0.42, 56103, 134046, 190149
07/05/2017, 0.21, 87284, 422120, 509404
07/06/2017, 0.36, 154557, 426223, 580780
07/07/2017, 0.22, 89872, 410858, 500730
07/10/2017, 0.36, 152125, 419241, 571366
07/11/2017, 0.67, 198383, 297797, 496180
07/12/2017, 0.14, 144502, 1021277, 1165779
07/13/2017, 0.63, 299297, 472411, 771708
07/14/2017, 0.39, 174011, 442102, 616113
07/17/2017, 0.52, 206544, 393729, 600273
07/18/2017, 0.56, 399340, 708969, 1108309
07/19/2017, 0.29, 211829, 728237, 940066
07/20/2017, 0.25, 154986, 620559, 775545
07/21/2017, 0.28, 340939, 1207631, 1548570
07/24/2017, 0.28, 121399, 438913, 560312
07/25/2017, 0.38, 200974, 524854, 725828
07/26/2017, 0.24, 193776, 805445, 999221
07/27/2017, 0.30, 212601, 713895, 926496
07/28/2017, 0.11, 72431, 636898, 709329
07/31/2017, 0.21, 63151, 307535, 370686
08/01/2017, 0.41, 214629, 523998, 738627
08/02/2017, 0.24, 152513, 646888, 799401
08/03/2017, 0.20, 84540, 418643, 503183
08/04/2017, 0.54, 212259, 396469, 608728
08/07/2017, 0.22, 103227, 466369, 569596
08/08/2017, 0.39, 267328, 685852, 953180
08/09/2017, 0.55, 649915, 1188230, 1838145
08/10/2017, 0.29, 577979, 1971942, 2549921
08/11/2017, 0.33, 573255, 1720153, 2293408
08/14/2017, 0.36, 342616, 957463, 1300079
08/15/2017, 0.44, 413408, 939588, 1352996
08/16/2017, 0.19, 183953, 950305, 1134258
08/17/2017, 0.35, 330040, 956636, 1286676
08/18/2017, 0.25, 200716, 794304, 995020
08/21/2017, 0.51, 172927, 338902, 511829
08/22/2017, 0.35, 165557, 469492, 635049
08/23/2017, 0.28, 146362, 521373, 667735
08/24/2017, 0.61, 197430, 324969, 522399
08/25/2017, 0.28, 103923, 370489, 474412
08/28/2017, 0.32, 95796, 298022, 393818
08/29/2017, 0.19, 167502, 869194, 1036696
08/30/2017, 0.25, 127583, 504025, 631608
08/31/2017, 0.47, 138291, 291558, 429849
09/01/2017, 0.19, 81909, 442520, 524429
09/05/2017, 0.55, 413732, 756304, 1170036
09/06/2017, 0.28, 130274, 462824, 593098
09/07/2017, 1.90, 586556, 308294, 894850
09/08/2017, 0.27, 143341, 538532, 681873
09/11/2017, 0.71, 329309, 462998, 792307
09/12/2017, 0.56, 322181, 570767, 892948
09/13/2017, 0.41, 214116, 525431, 739547
09/14/2017, 0.43, 341287, 790799, 1132086
09/15/2017, 0.46, 208133, 454775, 662908
09/18/2017, 0.60, 582953, 973821, 1556774
09/19/2017, 0.41, 347811, 856433, 1204244
09/20/2017, 0.26, 168166, 648003, 816169
09/21/2017, 0.16, 78709, 481746, 560455
09/22/2017, 0.20, 101142, 513622, 614764
09/25/2017, 0.32, 627397, 1985555, 2612952
09/26/2017, 0.21, 69114, 332176, 401290
09/27/2017, 0.17, 56370, 335835, 392205
09/28/2017, 0.44, 105789, 241533, 347322
09/29/2017, 0.63, 140509, 222542, 363051
10/02/2017, 0.53, 258764, 489875, 748639
10/03/2017, 0.27, 153614, 570542, 724156
10/04/2017, 0.15, 83149, 537862, 621011
10/05/2017, 0.30, 143285, 470373, 613658
10/06/2017, 0.33, 244652, 736059, 980711
10/09/2017, 0.17, 64389, 370230, 434619
10/10/2017, 0.18, 118726, 656797, 775523
10/11/2017, 0.15, 81173, 536543, 617716
10/12/2017, 0.52, 228190, 442279, 670469
10/13/2017, 0.31, 234236, 761201, 995437
10/16/2017, 0.41, 280688, 689811, 970499
10/17/2017, 0.54, 469742, 865365, 1335107
10/18/2017, 0.47, 251506, 531792, 783298
10/19/2017, 0.40, 208465, 516640, 725105
10/20/2017, 0.25, 109013, 430568, 539581
10/23/2017, 0.29, 108762, 381252, 490014
10/24/2017, 0.22, 99412, 461290, 560702
10/25/2017, 0.36, 239723, 657220, 896943
10/26/2017, 0.36, 91055, 253805, 344860
10/27/2017, 0.57, 116933, 204907, 321840
10/30/2017, 0.38, 114190, 302652, 416842
10/31/2017, 0.24, 83867, 347469, 431336
11/01/2017, 0.41, 126356, 311411, 437767
11/02/2017, 0.26, 119198, 466444, 585642
11/03/2017, 0.18, 69177, 391434, 460611
11/06/2017, 0.39, 124931, 320524, 445455
11/07/2017, 0.55, 317181, 581435, 898616
11/08/2017, 0.46, 200763, 440216, 640979
11/09/2017, 0.29, 230567, 792492, 1023059
11/10/2017, 0.41, 205292, 506039, 711331
11/13/2017, 0.54, 334419, 615916, 950335
11/14/2017, 0.53, 474344, 892688, 1367032
11/15/2017, 0.43, 251021, 577481, 828502
11/16/2017, 0.36, 141671, 396895, 538566
11/17/2017, 0.13, 84592, 670338, 754930
11/20/2017, 0.56, 169371, 304456, 473827
11/21/2017, 0.33, 140231, 426672, 566903
11/22/2017, 0.31, 121892, 389290, 511182
11/24/2017, 0.11, 20064, 179286, 199350
11/27/2017, 0.38, 115240, 306285, 421525
11/28/2017, 0.43, 205232, 479853, 685085
11/29/2017, 0.21, 117121, 555679, 672800
11/30/2017, 0.57, 212959, 372203, 585162
12/01/2017, 0.32, 767548, 2368921, 3136469
12/04/2017, 0.22, 129615, 585547, 715162
12/05/2017, 0.21, 113976, 535343, 649319
12/06/2017, 0.15, 97897, 649697, 747594
12/07/2017, 0.24, 134476, 561543, 696019
12/08/2017, 0.48, 151092, 315816, 466908
12/11/2017, 0.47, 204158, 435420, 639578
12/12/2017, 0.86, 322573, 375566, 698139
12/13/2017, 0.35, 110386, 317661, 428047
12/14/2017, 0.28, 151924, 537730, 689654
12/15/2017, 0.54, 258807, 476299, 735106
12/18/2017, 0.28, 181162, 658338, 839500
12/19/2017, 0.54, 339175, 631907, 971082
12/20/2017, 0.28, 126922, 454953, 581875
12/21/2017, 0.35, 70440, 202592, 273032
12/22/2017, 0.26, 71526, 272478, 344004
12/26/2017, 0.44, 33071, 74591, 107662
12/27/2017, 0.27, 38894, 144385, 183279
12/28/2017, 0.25, 61042, 242463, 303505
12/29/2017, 0.36, 77124, 214675, 291799
01/02/2018, 0.29, 142280, 483362, 625642
01/03/2018, 0.63, 296162, 469120, 765282
01/04/2018, 0.70, 325386, 462162, 787548
01/05/2018, 0.40, 229871, 577912, 807783
01/08/2018, 0.09, 109135, 1213877, 1323012
01/09/2018, 0.22, 104403, 475572, 579975
01/10/2018, 0.31, 678136, 2196012, 2874148
01/11/2018, 0.23, 186021, 820932, 1006953
01/12/2018, 0.27, 263723, 976875, 1240598
01/16/2018, 0.34, 466351, 1353204, 1819555
01/17/2018, 0.38, 244302, 635850, 880152
01/18/2018, 0.30, 159426, 538485, 697911
01/19/2018, 0.65, 226452, 347505, 573957
01/22/2018, 0.35, 170477, 484839, 655316
01/23/2018, 0.30, 164943, 554919, 719862
01/24/2018, 0.47, 307004, 653859, 960863
01/25/2018, 0.31, 125831, 401096, 526927
01/26/2018, 0.25, 92254, 376310, 468564
01/29/2018, 0.28, 249197, 887369, 1136566
01/30/2018, 0.62, 505092, 818709, 1323801
01/31/2018, 0.29, 244542, 857608, 1102150
02/01/2018, 0.49, 312066, 631338, 943404
02/02/2018, 0.34, 1104633, 3231424, 4336057
02/05/2018, 0.22, 629301, 2919484, 3548785
02/06/2018, 0.40, 1198346, 2995200, 4193546
02/07/2018, 0.32, 600607, 1862452, 2463059
02/08/2018, 0.47, 792563, 1674069, 2466632
02/09/2018, 0.42, 455587, 1081642, 1537229
02/12/2018, 0.67, 840865, 1258499, 2099364
02/13/2018, 0.46, 621184, 1352260, 1973444
02/14/2018, 0.96, 552510, 576782, 1129292
02/15/2018, 0.79, 260396, 329850, 590246
02/16/2018, 0.67, 282148, 418608, 700756
02/20/2018, 0.23, 125234, 552753, 677987
02/21/2018, 0.53, 163380, 308310, 471690
02/22/2018, 0.57, 156454, 275578, 432032
02/23/2018, 0.49, 123671, 252803, 376474
02/26/2018, 0.52, 210573, 403915, 614488
02/27/2018, 0.79, 232831, 293152, 525983
02/28/2018, 0.75, 248347, 333175, 581522
03/01/2018, 0.38, 214390, 557844, 772234
03/02/2018, 0.41, 298993, 736038, 1035031
03/05/2018, 0.61, 265705, 433387, 699092
03/06/2018, 0.50, 134884, 272057, 406941
03/07/2018, 0.48, 141660, 295913, 437573
03/08/2018, 0.78, 491327, 632253, 1123580
03/09/2018, 0.61, 527585, 870658, 1398243
03/12/2018, 0.53, 175380, 333643, 509023
03/13/2018, 0.32, 143600, 444005, 587605
03/14/2018, 0.60, 252569, 420284, 672853
03/15/2018, 0.64, 276275, 434494, 710769
03/16/2018, 0.58, 349826, 606633, 956459
03/19/2018, 0.42, 394596, 938572, 1333168
03/20/2018, 0.52, 332250, 637277, 969527
03/21/2018, 0.50, 150025, 297551, 447576
03/22/2018, 0.52, 172530, 332800, 505330
03/23/2018, 0.44, 152879, 347045, 499924
03/26/2018, 0.42, 105692, 248752, 354444
03/27/2018, 0.39, 72181, 187031, 259212
03/28/2018, 0.63, 153254, 243719, 396973
03/29/2018, 0.27, 101224, 375361, 476585
04/02/2018, 0.41, 157411, 380227, 537638
04/03/2018, 0.37, 114772, 310062, 424834
04/04/2018, 0.50, 241454, 480682, 722136
04/05/2018, 0.35, 134747, 386615, 521362
04/06/2018, 0.30, 115540, 382554, 498094
04/09/2018, 0.29, 67509, 232436, 299945
04/10/2018, 0.29, 143426, 503237, 646663
04/11/2018, 0.36, 144174, 403254, 547428
04/12/2018, 0.61, 126966, 209751, 336717
04/13/2018, 0.65, 323232, 496703, 819935
04/16/2018, 0.59, 353410, 595253, 948663
04/17/2018, 0.66, 591814, 900223, 1492037
04/18/2018, 0.33, 127429, 381053, 508482
04/19/2018, 0.55, 123684, 226016, 349700
04/20/2018, 0.23, 52101, 228175, 280276
04/23/2018, 0.29, 62226, 211290, 273516
04/24/2018, 0.31, 127472, 416667, 544139
04/25/2018, 0.29, 135836, 476207, 612043
04/26/2018, 0.30, 156613, 516777, 673390
04/27/2018, 0.25, 118610, 470598, 589208
04/30/2018, 0.22, 97191, 442533, 539724
05/01/2018, 0.40, 78672, 196578, 275250
05/02/2018, 0.48, 136214, 283975, 420189
05/03/2018, 0.24, 80757, 339139, 419896
05/04/2018, 0.16, 31161, 196053, 227214
05/07/2018, 0.34, 98583, 292772, 391355
05/08/2018, 0.32, 146342, 460963, 607305
05/09/2018, 0.63, 200093, 320128, 520221
05/10/2018, 0.65, 358296, 548911, 907207
05/11/2018, 0.44, 165814, 373202, 539016
05/14/2018, 0.49, 200711, 407810, 608521
05/15/2018, 0.77, 229430, 298469, 527899
05/16/2018, 0.29, 100311, 349997, 450308
05/17/2018, 0.27, 48926, 178311, 227237
05/18/2018, 0.44, 67425, 152734, 220159
05/21/2018, 0.39, 141883, 359203, 501086
05/22/2018, 0.34, 70457, 208258, 278715
05/23/2018, 0.26, 73418, 283438, 356856
05/24/2018, 0.20, 57237, 285027, 342264
05/25/2018, 0.21, 46232, 220085, 266317
05/29/2018, 0.62, 153092, 247577, 400669
05/30/2018, 0.81, 130589, 160267, 290856
05/31/2018, 0.67, 114935, 172087, 287022
06/01/2018, 0.47, 123762, 262931, 386693
06/04/2018, 0.54, 115640, 215614, 331254
06/05/2018, 0.24, 84714, 350224, 434938
06/06/2018, 0.49, 190445, 386510, 576955
06/07/2018, 0.36, 149275, 409939, 559214
06/08/2018, 0.41, 76588, 186832, 263420
06/11/2018, 0.40, 134012, 337157, 471169
06/12/2018, 0.29, 121838, 419300, 541138
06/13/2018, 0.34, 127514, 378401, 505915
06/14/2018, 1.47, 392591, 266871, 659462
06/15/2018, 0.32, 103740, 324622, 428362
06/18/2018, 1.58, 446649, 282662, 729311
06/19/2018, 0.46, 401906, 874423, 1276329
06/20/2018, 0.43, 127611, 293552, 421163
06/21/2018, 0.57, 119687, 208558, 328245
06/22/2018, 0.20, 49062, 248804, 297866
06/25/2018, 0.52, 410039, 792083, 1202122
06/26/2018, 0.43, 128527, 296317, 424844
06/27/2018, 0.51, 132079, 260721, 392800
06/28/2018, 0.67, 214577, 320678, 535255
06/29/2018, 0.32, 53313, 165286, 218599
07/02/2018, 0.51, 89221, 175708, 264929
07/03/2018, 0.30, 26899, 89503, 116402
07/05/2018, 0.35, 53613, 153568, 207181
07/06/2018, 0.57, 118450, 206033, 324483
07/09/2018, 0.28, 107713, 378367, 486080
07/10/2018, 0.37, 165237, 449391, 614628
07/11/2018, 0.58, 219443, 375708, 595151
07/12/2018, 0.43, 94618, 218556, 313174
07/13/2018, 0.90, 197549, 219827, 417376
07/16/2018, 0.25, 84801, 337028, 421829
07/17/2018, 0.64, 336950, 524597, 861547
07/18/2018, 0.47, 154573, 327728, 482301
07/19/2018, 0.34, 54321, 160831, 215152
07/20/2018, 0.43, 79713, 184194, 263907
07/23/2018, 0.28, 97520, 344820, 442340
07/24/2018, 0.52, 167741, 322830, 490571
07/25/2018, 0.37, 88519, 237522, 326041
07/26/2018, 0.16, 46431, 287654, 334085
07/27/2018, 0.87, 159046, 182300, 341346
07/30/2018, 0.37, 78228, 210665, 288893
07/31/2018, 0.46, 109190, 237695, 346885
08/01/2018, 0.28, 44296, 160702, 204998
08/02/2018, 0.32, 86686, 273431, 360117
08/03/2018, 0.31, 82844, 264956, 347800
08/06/2018, 0.34, 102928, 306610, 409538
